Age,diff_from_max,lower,upper,compared_to_max
8.005640088,-8.23094370439037e-4,-0.01936510137662273,0.012724806149749798,as_steep
8.290831106612245,-7.960154063679781e-4,-0.01906304254381541,0.01258202171963707,as_steep
8.57602212522449,-6.994608364729871e-4,-0.017392268146509956,0.011640567457865679,as_steep
8.861213143836734,-5.07349717793204e-4,-0.013973893632501788,0.009575541710243881,as_steep
9.14640416244898,-2.7997708318405756e-4,-0.009250989960185583,0.00679855553104014,as_steep
9.431595181061224,-9.28123550236748e-5,-0.004288996297008296,0.0034596823739185796,as_steep
9.71678619967347,0,0,0,as_steep
10.001977218285713,-5.74997688351786e-5,-0.003295375593931338,0.0030760901187365493,as_steep
10.287168236897958,-2.802422877090649e-4,-0.006401127711219701,0.0051460653273383,as_steep
10.572359255510204,-6.465396273913626e-4,-0.00976508270772447,0.006478625334122023,as_steep
10.857550274122449,-0.0010768784475256865,-0.012872777354483445,0.00782570337004573,as_steep
11.142741292734694,-0.0014591071753611295,-0.015828813572371647,0.009117556425131117,as_steep
11.42793231134694,-0.001683584244238645,-0.017499876199186803,0.01017067035105622,as_steep
11.713123329959183,-0.0017653893971680823,-0.0178917015612734,0.010661367663700173,as_steep
11.998314348571428,-0.0017921114939256633,-0.01723562394716216,0.011013044252591862,as_steep
12.283505367183672,-0.0017870059945690464,-0.015772594036400633,0.011066647513310879,as_steep
12.568696385795917,-0.0017574185683100207,-0.014511379184227458,0.010857854681328705,as_steep
12.853887404408162,-0.001911691881184563,-0.01388599737278673,0.01057507096778251,as_steep
13.139078423020408,-0.0022626002633974185,-0.01358374345124258,0.009574939021338158,as_steep
13.424269441632653,-0.0029645475180598013,-0.013883644121295488,0.008043352907978127,as_steep
13.709460460244898,-0.0038853930923316016,-0.014898839272763434,0.006270260591127718,as_steep
13.994651478857143,-0.004974890803130516,-0.017200993043765475,0.005253633008012523,as_steep
14.279842497469387,-0.005976680417935087,-0.02028171325893849,0.004516606592636776,as_steep
14.565033516081632,-0.006706699241104674,-0.02321023398824118,0.0039327152792992155,as_steep
14.850224534693877,-0.007111915154012216,-0.024311150075700946,0.003506826672799999,as_steep
15.135415553306121,-0.007204865645066283,-0.02396147291867934,0.0032514318199644556,as_steep
15.420606571918366,-0.006893285525721993,-0.02224928327080461,0.0036566398398801816,as_steep
15.705797590530612,-0.0063391214846775235,-0.019471932403286596,0.004303693222976179,as_steep
15.990988609142857,-0.0056782735458060785,-0.016831188175830958,0.005492319002375894,as_steep
16.276179627755102,-0.005017949424035439,-0.015137191755262847,0.007256931238222575,as_steep
16.561370646367344,-0.004517920898505778,-0.014234314315783592,0.008441572024731054,as_steep
16.84656166497959,-0.004439181452986496,-0.014141083488211637,0.00958304460785264,as_steep
17.131752683591834,-0.004771360320732221,-0.01466492301552269,0.009612305614664638,as_steep
17.41694370220408,-0.0056196506476036134,-0.01573979189692376,0.009026305380216424,as_steep
17.702134720816325,-0.006896748519502616,-0.01742831863549288,0.007495967065812564,as_steep
17.98732573942857,-0.008450269511905972,-0.019654104975452835,0.004798678995832077,as_steep
18.272516758040815,-0.010276475434500831,-0.022114701455494545,0.0018554393611813732,as_steep
18.55770777665306,-0.012152888001493167,-0.025446214670099554,-0.0012838321586383706,less_steep
18.842898795265306,-0.013966823253497296,-0.029129213464929027,-0.0038422840568930338,less_steep
19.12808981387755,-0.01570126466343691,-0.032303388540488864,-0.005548538663247006,less_steep
19.413280832489797,-0.01713684839865781,-0.03502015138295844,-0.006645979599984037,less_steep
19.698471851102042,-0.0182755502398102,-0.036111414185302504,-0.0072616016914828245,less_steep
19.983662869714287,-0.019081507762752636,-0.03575103016406622,-0.007634958342633836,less_steep
20.268853888326532,-0.01947801593626952,-0.03554493202898023,-0.007657035856062371,less_steep
20.554044906938774,-0.01949925228228455,-0.03547741743437083,-0.007219077995113124,less_steep
20.83923592555102,-0.01926452816713997,-0.036276760873033,-0.005961190607112202,less_steep
21.124426944163265,-0.018970220255765113,-0.03731694172767752,-0.003828945188688593,less_steep
21.40961796277551,-0.01869031568402235,-0.03841161613088451,-0.001728511254267546,less_steep
21.694808981387755,-0.018539959012464635,-0.03902214026213491,-5.672979620785562e-4,less_steep
21.98,-0.01851190999102581,-0.03912953387696927,-2.7005203975805146e-4,less_steep
