Age,diff_from_max,lower,upper,compared_to_max
8.005640088,-7.189846287780632e-4,-0.020061364669303472,0.015654803078857246,as_steep
8.290831106612245,-7.194573929669712e-4,-0.0198820324743762,0.01557155849575553,as_steep
8.57602212522449,-6.380355618840206e-4,-0.018821948275134226,0.014985106569671834,as_steep
8.861213143836734,-5.443846762265281e-4,-0.01705085767196579,0.014012307643189437,as_steep
9.14640416244898,-3.3562420204136245e-4,-0.01505559012529578,0.012812711534977698,as_steep
9.431595181061224,-1.3505219512155442e-4,-0.014015880053785956,0.012092508845824853,as_steep
9.71678619967347,-1.4778282764194017e-5,-0.014178089088184853,0.012216881345970805,as_steep
10.001977218285713,-1.613180075632492e-5,-0.014740514405441052,0.012484487722265448,as_steep
10.287168236897958,-1.1868993635144598e-4,-0.014997877537982485,0.012195682830805353,as_steep
10.572359255510204,-2.7449396922119007e-4,-0.014767356561543044,0.011194616221857351,as_steep
10.857550274122449,-4.1570292347303806e-4,-0.014662878317778238,0.010180903848265584,as_steep
11.142741292734694,-4.6002344294970854e-4,-0.014051814512319738,0.009156299202346667,as_steep
11.42793231134694,-4.470094260022872e-4,-0.013262518984077931,0.008126801532074008,as_steep
11.713123329959183,-2.9901721723679664e-4,-0.011444524727205474,0.006796527843126729,as_steep
11.998314348571428,-1.539687995155692e-4,-0.008316156213314385,0.004989431557148035,as_steep
12.283505367183672,-1.771910743131322e-5,-0.004095555561356433,0.0026906776511709247,as_steep
12.568696385795917,0,0,0,as_steep
12.853887404408162,-1.5452356408318657e-4,-0.002872431142768306,0.0034090342163756167,as_steep
13.139078423020408,-5.272029687808377e-4,-0.006038287803360881,0.0057127593198515155,as_steep
13.424269441632653,-0.0011457434523701182,-0.009508838079777537,0.006664361548508112,as_steep
13.709460460244898,-0.0020331801346695766,-0.013128038239612269,0.006798097478173664,as_steep
13.994651478857143,-0.00300076697865026,-0.0172539061089709,0.006493789399763212,as_steep
14.279842497469387,-0.003992846036443565,-0.021123825149141347,0.00637223972676723,as_steep
14.565033516081632,-0.004793464063179709,-0.0237274907499696,0.006138080494398621,as_steep
14.850224534693877,-0.005327597772664117,-0.024511725684774055,0.005878003461572133,as_steep
15.135415553306121,-0.005591282610517556,-0.023952909653131293,0.005553765521255911,as_steep
15.420606571918366,-0.005432348546691168,-0.02186533374758798,0.005562034353055734,as_steep
15.705797590530612,-0.005081517567839811,-0.019310039912553978,0.005989022677961584,as_steep
15.990988609142857,-0.00462989343044673,-0.016766084577103657,0.006575581941795079,as_steep
16.276179627755102,-0.004153581853461041,-0.01428373032873187,0.007382538922198753,as_steep
16.561370646367344,-0.0037886982440227257,-0.01294866265860034,0.008207548394395523,as_steep
16.84656166497959,-0.0037746096526181105,-0.012813966398378396,0.008918198978781489,as_steep
17.131752683591834,-0.004200277330806967,-0.013247181602539515,0.00921180423520823,as_steep
17.41694370220408,-0.0051111840454476365,-0.014617032876619585,0.008702804867380393,as_steep
17.702134720816325,-0.00641909870743862,-0.016543730419447955,0.0071144620377230836,as_steep
17.98732573942857,-0.007974116124354058,-0.019333168815860446,0.00457639165191842,as_steep
18.272516758040815,-0.009808205393702085,-0.022198831556817507,0.0015404140775443476,as_steep
18.55770777665306,-0.011844938033883645,-0.02533236106733866,-0.0016329484127733402,less_steep
18.842898795265306,-0.013763948227690781,-0.02894199504100553,-0.004054277340063974,less_steep
19.12808981387755,-0.015581441172030086,-0.03245123083878837,-0.005663039166943495,less_steep
19.413280832489797,-0.017091655122453142,-0.03520379032902199,-0.006858698609925332,less_steep
19.698471851102042,-0.01832152351707861,-0.036203755559433004,-0.00767035289884338,less_steep
19.983662869714287,-0.01910125663542872,-0.03581513785023971,-0.008125967333912082,less_steep
20.268853888326532,-0.019476574346366515,-0.0352162248607249,-0.00815689362842349,less_steep
20.554044906938774,-0.01934188066654574,-0.035050646189291323,-0.007851190381852335,less_steep
20.83923592555102,-0.01881049161919779,-0.03584093151084988,-0.006434959423824716,less_steep
21.124426944163265,-0.01837085742209532,-0.037198605524861594,-0.004464658530031757,less_steep
21.40961796277551,-0.01808929457614017,-0.03811898633201971,-0.0022859169704694832,less_steep
21.694808981387755,-0.017906896711966658,-0.03869063967647246,-9.723253339630237e-4,less_steep
21.98,-0.01785920749827752,-0.038882931711198276,-7.250121432031412e-4,less_steep
